,time,open,high,low,close,volume,market_cap
241,2019-11-28,152.61,154.63,149.09,150.72,317714.56,317714.56326000
242,2019-11-29,150.69,157.6,150.23,154.57,328712.25,328712.25558000
243,2019-11-30,154.54,155.25,149.7,151.37,226863.4,226863.41299000
244,2019-12-01,151.43,152.49,145.79,150.73,344178.16,344178.14088000
245,2019-12-02,150.72,151.42,146.71,148.65,233839.1,233839.09730000
246,2019-12-03,148.66,149.93,145.77,147.17,196329.22,196329.22503000
247,2019-12-04,147.19,151.98,143.15,145.38,434430.62,434430.62379000
248,2019-12-05,145.45,149.02,143.64,148.1,299073.53,299073.53972000
249,2019-12-06,148.11,149.77,145.74,148.45,220674.69,220674.68581000
250,2019-12-07,148.46,149.49,146.85,147.14,140471.69,140471.68588000
251,2019-12-08,147.16,151.62,146.11,150.44,205301.61,205301.60260000
252,2019-12-09,150.44,151.19,146.56,147.38,243776.0,243775.99249000
253,2019-12-10,147.4,148.57,143.81,145.56,203215.84,203215.84937000
254,2019-12-11,145.53,146.34,142.12,143.39,157843.11,157843.10484000
255,2019-12-12,143.41,145.85,139.24,144.87,261615.3,261615.30437000
256,2019-12-13,144.87,146.0,142.8,144.8,160695.19,160695.18556000
257,2019-12-14,144.8,145.07,141.18,141.79,126232.59,126232.59201000
258,2019-12-15,141.79,144.12,139.92,142.46,151189.66,151189.65877000
259,2019-12-16,142.46,142.72,127.93,132.73,471018.88,471018.85942000
260,2019-12-17,132.72,132.98,119.11,121.88,563257.4,563257.36001000
261,2019-12-18,121.88,134.87,116.26,132.78,884960.94,884960.91334000
262,2019-12-19,132.8,134.0,125.69,128.1,420674.8,420674.81720000
263,2019-12-20,128.1,129.39,125.84,128.19,213897.47,213897.46730000
264,2019-12-21,128.19,128.4,126.5,126.99,135196.11,135196.11641000
265,2019-12-22,127.0,133.07,126.82,132.09,253140.72,253140.72413000
266,2019-12-23,132.12,135.1,126.0,127.8,421600.75,421600.75655000
267,2019-12-24,127.8,129.69,126.61,127.75,200637.1,200637.10098000
268,2019-12-25,127.7,127.84,123.07,125.09,225004.48,225004.49090000
269,2019-12-26,125.09,132.26,124.32,125.58,274986.53,274986.52097000
270,2019-12-27,125.58,127.1,121.91,126.29,240012.38,240012.37451000
271,2019-12-28,126.28,129.68,125.84,128.11,196893.52,196893.52277000
272,2019-12-29,128.11,138.07,127.52,134.36,316347.28,316347.26666000
273,2019-12-30,134.36,136.24,130.3,131.59,320347.22,320347.21956000
274,2019-12-31,131.61,133.68,128.17,129.16,264933.97,264933.98418000
275,2020-01-01,129.16,133.05,128.68,130.77,144770.52,144770.52197000
276,2020-01-02,130.72,130.78,126.38,127.19,213757.06,213757.05806000
277,2020-01-03,127.19,135.14,125.88,134.35,413055.2,413055.18895000
278,2020-01-04,134.37,135.85,132.5,134.2,184276.17,184276.17102000
279,2020-01-05,134.2,138.19,134.19,135.37,254120.45,254120.45343000
280,2020-01-06,135.37,144.41,134.86,144.15,408020.28,408020.27375000
281,2020-01-07,144.14,145.31,138.76,142.8,447762.2,447762.17281000
282,2020-01-08,142.8,147.77,137.03,140.72,570465.56,570465.57764000
283,2020-01-09,140.76,141.5,135.3,137.74,366076.06,366076.06569000
