,0,1,2,3,4,5
1019,2020-03-10 05:15:00,130.6,130.8,130.32,130.32,53415
1018,2020-03-10 05:30:00,130.458,131.2,130.458,131.046,40080
1017,2020-03-10 05:45:00,131.288,132.8,131.288,132.8,158540
1016,2020-03-10 06:00:00,132.894,134.424,132.894,133.296,91805
1015,2020-03-10 06:15:00,132.968,135.602,132.96,135.4,83490
1014,2020-03-10 06:30:00,135.016,135.36,134.552,134.552,36675
1013,2020-03-10 06:45:00,134.776,135.0,134.326,135.0,55930
1012,2020-03-10 07:00:00,135.548,136.196,135.404,135.74,118610
1011,2020-03-10 07:15:00,135.6,136.2,134.0,134.8,410135
1010,2020-03-10 07:30:00,134.648,135.11,134.222,134.8,214870
1009,2020-03-10 07:45:00,134.802,135.0,134.222,134.448,124555
1008,2020-03-10 08:00:00,134.422,134.6,133.424,133.968,158715
1007,2020-03-10 08:15:00,135.986,136.022,131.80002,132.82202,517970
1006,2020-03-10 08:30:00,133.016,133.016,132.0,132.204,195005
1005,2020-03-10 08:45:00,132.204,132.3,131.042,131.042,178415
1004,2020-03-10 09:00:00,131.174,133.2,130.754,132.802,299955
1003,2020-03-10 09:15:00,132.8,134.0,132.7,133.05,281205
1002,2020-03-10 09:30:00,133.15,133.454,132.006,132.2,185420
1001,2020-03-10 09:45:00,131.886,133.6,128.022,128.949,9458400
1000,2020-03-10 10:00:00,128.952,131.31,128.666,130.424,5250095
999,2020-03-10 10:15:00,130.46,130.856,129.494,130.26298,3032440
998,2020-03-10 10:30:00,130.31478,130.31798,127.642,128.03,3134210
997,2020-03-10 10:45:00,128.019,128.644,126.4,126.586,2969615
996,2020-03-10 11:00:00,126.5327,127.2,126.01202,126.0595,2731585
995,2020-03-10 11:15:00,126.03,126.398,125.032,125.45202,3047670
994,2020-03-10 11:30:00,125.533,126.156,122.66208,123.01114,3919260
993,2020-03-10 11:45:00,123.0,124.39924,121.6,124.39924,4608070
992,2020-03-10 12:00:00,124.35408,125.804,123.2762,124.204,3486265
991,2020-03-10 12:15:00,124.224,127.028,124.224,126.637,3280945
990,2020-03-10 12:30:00,126.56886,127.35,125.104,125.19,2015000
989,2020-03-10 12:45:00,125.14512,126.67,124.876,126.6389,1923065
988,2020-03-10 13:00:00,126.696,126.8,125.65,125.853,1194595
987,2020-03-10 13:15:00,125.87792,127.25228,125.6,126.824,1349400
986,2020-03-10 13:30:00,126.84156,127.176,126.264,126.67,1345310
985,2020-03-10 13:45:00,126.673,127.0,125.406,125.915,1130595
984,2020-03-10 14:00:00,125.834,126.508,125.604,126.04,1077295
983,2020-03-10 14:15:00,126.101,126.77526,125.25,126.4,1600580
982,2020-03-10 14:30:00,126.362,126.588,125.402,125.98006,1110710
981,2020-03-10 14:45:00,125.84056,127.95962,125.5498,127.8,1911535
980,2020-03-10 15:00:00,127.778,129.0,127.516,128.42,2854745
979,2020-03-10 15:15:00,128.41106,129.23702,128.022,128.6,2256325
978,2020-03-10 15:30:00,128.55,129.8,128.276,128.49,2420210
977,2020-03-10 15:45:00,128.41,129.19344,127.602,128.402,2732005
976,2020-03-10 16:00:00,128.47832,129.172,128.0,129.0,3008530
975,2020-03-10 16:15:00,129.066,129.114,128.4,128.584,120230
974,2020-03-10 16:30:00,128.43,129.066,128.4,128.6,142120
973,2020-03-10 16:45:00,128.79,128.8,128.5,128.7,20300
972,2020-03-10 17:00:00,128.7,128.7,128.52,128.6,18590
971,2020-03-10 17:15:00,128.5,128.6,128.4,128.59,13670
970,2020-03-10 17:30:00,128.6,129.066,128.406,128.4148,112375
969,2020-03-10 17:45:00,128.492,128.58,128.2,128.2,16525
968,2020-03-10 18:00:00,128.38,128.38,127.20002,127.20002,25970
967,2020-03-10 18:15:00,127.2,127.23,127.0,127.0,23670
966,2020-03-10 18:30:00,127.0,127.4,126.8,127.39998,39740
965,2020-03-10 18:45:00,127.382,129.066,127.382,127.8,64940
964,2020-03-10 19:00:00,127.442,127.51,126.022,126.022,43420
963,2020-03-10 19:15:00,126.0,126.2,125.802,126.052,63820
962,2020-03-10 19:30:00,126.074,126.2,125.864,126.004,15065
961,2020-03-10 19:45:00,126.2,126.2,125.8,125.80798,25220
960,2020-03-10 20:00:00,125.6,125.894,125.004,125.06,92975
959,2020-03-11 04:15:00,124.8,126.356,124.8,126.0,16325
958,2020-03-11 04:30:00,125.6,125.6,123.6,123.6,11735
957,2020-03-11 04:45:00,123.8,124.224,123.8,124.2,18115
956,2020-03-11 05:00:00,124.996,125.794,124.996,125.52,22095
955,2020-03-11 05:15:00,125.2,125.776,125.2,125.6,11765
954,2020-03-11 05:30:00,125.776,125.996,125.6,125.996,4920
953,2020-03-11 05:45:00,125.81,125.81,125.0,125.8,19375
952,2020-03-11 06:00:00,125.696,125.7,125.696,125.7,5355
951,2020-03-11 06:15:00,125.612,125.612,125.612,125.612,1275
950,2020-03-11 06:30:00,125.232,125.232,124.62,124.62,9680
949,2020-03-11 06:45:00,124.666,124.666,124.652,124.652,1000
948,2020-03-11 07:00:00,125.524,125.524,125.508,125.508,1250
947,2020-03-11 07:15:00,125.264,125.804,124.652,125.6,111490
946,2020-03-11 07:30:00,125.396,125.5,124.786,125.29,82640
945,2020-03-11 07:45:00,125.2,125.748,124.84,124.84,85875
944,2020-03-11 08:00:00,125.022,126.31,124.796,126.0,83820
943,2020-03-11 08:15:00,124.802,126.598,124.71,125.548,86925
942,2020-03-11 08:30:00,125.3,125.986,125.066,125.234,57380
941,2020-03-11 08:45:00,125.204,125.586,124.7,125.3,152955
940,2020-03-11 09:00:00,125.378,125.6,125.0,125.51,120920
939,2020-03-11 09:15:00,125.6,127.584,125.3,126.5,220570
938,2020-03-11 09:30:00,126.582,128.258,126.2,128.0,239460
937,2020-03-11 09:45:00,128.04,130.716,126.802,128.92734,7241800
936,2020-03-11 10:00:00,129.05,130.26,128.20958,130.21,3755565
935,2020-03-11 10:15:00,130.18222,130.258,128.478,128.55502,2950245
934,2020-03-11 10:30:00,128.546,128.722,126.41,126.912,2984390
933,2020-03-11 10:45:00,126.852,127.482,126.0425,126.18,2261210
932,2020-03-11 11:00:00,126.214,127.1517,126.06,126.304,2072310
931,2020-03-11 11:15:00,126.304,127.144,126.2,127.02826,1864245
930,2020-03-11 11:30:00,127.006,127.076,126.06,126.55002,1289410
929,2020-03-11 11:45:00,126.64,127.6,126.408,126.968,1654260
928,2020-03-11 12:00:00,127.068,128.2,126.754,127.69944,1786545
927,2020-03-11 12:15:00,127.76012,129.246,127.434,128.854,2039365
926,2020-03-11 12:30:00,128.97398,129.692,128.462,128.68828,1975450
925,2020-03-11 12:45:00,128.67,129.148,127.1303,127.173,1727850
924,2020-03-11 13:00:00,127.202,127.6,126.606,127.154,2317080
923,2020-03-11 13:15:00,127.172,127.2391,126.104,126.7085,2002110
922,2020-03-11 13:30:00,126.715,127.231,126.3,126.593,1451660
921,2020-03-11 13:45:00,126.51,126.866,125.456,125.70174,1619285
920,2020-03-11 14:00:00,125.722,126.582,125.442,126.22528,1653185
919,2020-03-11 14:15:00,126.154,126.48,125.224,125.3412,1404350
918,2020-03-11 14:30:00,125.36426,125.79394,123.14,123.4523,2787695
917,2020-03-11 14:45:00,123.507,124.976,122.8,123.908,3078150
916,2020-03-11 15:00:00,123.78696,124.824,123.758,124.282,1398420
915,2020-03-11 15:15:00,124.354,124.644,122.6,122.86094,1868970
914,2020-03-11 15:30:00,122.832,125.986,122.718,125.986,3100630
913,2020-03-11 15:45:00,125.9381,127.258,125.00802,126.698,3471135
912,2020-03-11 16:00:00,126.698,127.826,125.866,126.781,4071720
911,2020-03-11 16:15:00,126.846,126.846,125.61,126.3,213890
910,2020-03-11 16:30:00,126.24,126.846,125.922,126.1,96355
909,2020-03-11 16:45:00,126.05,126.846,125.8,126.2,114170
908,2020-03-11 17:00:00,126.2,126.2,125.924,125.95,32225
907,2020-03-11 17:15:00,126.0,126.19998,125.96,126.0,10175
906,2020-03-11 17:30:00,126.0,126.846,125.872,125.9,61280
905,2020-03-11 17:45:00,125.822,125.84,125.642,125.8,23650
904,2020-03-11 18:00:00,125.896,126.846,125.84,126.2,97915
903,2020-03-11 18:15:00,126.26,127.59998,126.26,127.59998,57770
902,2020-03-11 18:30:00,127.4,128.0,127.308,128.0,79860
901,2020-03-11 18:45:00,128.252,128.896,128.0,128.442,67725
900,2020-03-11 19:00:00,128.6,128.6,127.96,128.6,49575
899,2020-03-11 19:15:00,128.598,128.64,127.64,127.936,53985
898,2020-03-11 19:30:00,127.642,127.642,126.672,127.358,74780
897,2020-03-11 19:45:00,127.5,127.5,127.0,127.044,11300
896,2020-03-11 20:00:00,127.204,127.6,126.62,126.62,85990
895,2020-03-12 04:15:00,121.698,122.23,118.016,121.0,114610
894,2020-03-12 04:30:00,121.4,121.7,119.4,119.6,45455
893,2020-03-12 04:45:00,119.604,120.112,118.6,118.6,71125
892,2020-03-12 05:00:00,118.6,119.0,118.012,118.378,68950
891,2020-03-12 05:15:00,118.1,118.1,116.62,116.85,79225
890,2020-03-12 05:30:00,116.798,118.0,116.798,117.04,42990
889,2020-03-12 06:00:00,117.388,118.506,117.224,117.8,36165
888,2020-03-12 06:15:00,117.312,117.5,117.102,117.5,16135
887,2020-03-12 06:30:00,117.5,117.8,117.18,117.66,29335
886,2020-03-12 06:45:00,117.7,117.796,117.16,117.3,41615
885,2020-03-12 07:00:00,117.402,118.02,117.4,117.612,10295
884,2020-03-12 07:15:00,117.976,119.6,115.112,116.8,517125
883,2020-03-12 07:30:00,117.0,117.318,115.102,115.232,220775
882,2020-03-12 07:45:00,115.556,115.8,114.654,114.654,233305
881,2020-03-12 08:00:00,114.694,115.2,113.8,113.96,306170
880,2020-03-12 08:15:00,117.63,119.572,112.56,113.254,483285
879,2020-03-12 08:30:00,113.2,114.0,112.59,113.392,410585
878,2020-03-12 08:45:00,113.0,114.6,113.0,114.4,249865
877,2020-03-12 09:00:00,114.57,116.01,113.5,115.8,480960
876,2020-03-12 09:15:00,116.126,116.2,114.4,115.682,373820
875,2020-03-12 09:30:00,115.708,116.2,114.576,116.0,430940
874,2020-03-12 09:45:00,116.178,116.242,113.4,114.0,5174730
873,2020-03-12 10:00:00,113.0,117.6,109.854,117.2519,7871030
872,2020-03-12 10:15:00,117.334,117.596,114.4,115.058,5774420
871,2020-03-12 10:30:00,115.102,116.356,114.40026,114.758,3482655
870,2020-03-12 10:45:00,114.781,115.11,113.70802,114.208,3250425
869,2020-03-12 11:00:00,114.3,115.4,114.0,114.472,2610855
868,2020-03-12 11:15:00,114.472,114.472,112.0,112.07362,2817635
867,2020-03-12 11:30:00,112.002,113.022,111.718,112.174,3428885
866,2020-03-12 11:45:00,112.196,112.56,110.258,110.535,3513050
865,2020-03-12 12:00:00,110.549,111.0,109.25,110.2,5041385
864,2020-03-12 12:15:00,110.11108,110.754,109.576,110.108,2518775
863,2020-03-12 12:30:00,110.066,113.2067,109.5761,110.814,2580480
862,2020-03-12 12:45:00,110.8,110.93,110.006,110.568,1746810
861,2020-03-12 13:00:00,110.598,115.1,110.4,113.944,4407515
860,2020-03-12 13:15:00,113.95,118.9,112.0,113.45686,6646595
859,2020-03-12 13:30:00,113.507,114.383,112.702,113.844,2272680
858,2020-03-12 13:45:00,113.915,114.54,111.4,111.77,2284325
857,2020-03-12 14:00:00,111.65452,116.0,111.0,113.347,1655255
856,2020-03-12 14:15:00,113.374,113.932,112.17006,112.454,1543950
855,2020-03-12 14:30:00,112.4142,113.0,112.14,112.502,1180620
854,2020-03-12 14:45:00,112.46416,113.0,111.0,111.18716,1568555
853,2020-03-12 15:00:00,111.258,111.84,110.6,110.93,2950805
852,2020-03-12 15:15:00,110.92208,112.47,110.819,111.734,2058355
851,2020-03-12 15:30:00,111.84936,112.2,110.998,111.25,1811825
850,2020-03-12 15:45:00,111.252,114.244,111.002,113.0596,3830350
849,2020-03-12 16:00:00,113.066,113.648,111.172,111.202,4702140
848,2020-03-12 16:15:00,111.588,112.11,111.34,111.8,88160
847,2020-03-12 16:30:00,111.6,112.11,110.388,110.404,90275
846,2020-03-12 16:45:00,110.42,110.42,109.66,110.022,161155
845,2020-03-12 17:00:00,110.016,110.4,109.59,109.6,76390
844,2020-03-12 17:15:00,109.40002,109.41,107.8,107.8,133935
843,2020-03-12 17:30:00,107.54,107.79,105.622,105.706,183830
842,2020-03-12 17:45:00,105.78,112.11,103.91,103.91,307125
841,2020-03-12 18:00:00,103.91,104.6,102.24,103.4,346375
840,2020-03-12 18:15:00,103.78,105.4,103.78,104.606,165735
839,2020-03-12 18:30:00,104.6,104.8,103.12,104.2,118780
838,2020-03-12 18:45:00,103.998,106.0,103.6,104.6,112775
837,2020-03-12 19:00:00,104.8,106.36,104.8,105.68,87130
836,2020-03-12 19:15:00,105.202,105.202,104.3,104.4,40860
835,2020-03-12 19:30:00,104.6,105.012,104.6,105.0,42870
834,2020-03-12 19:45:00,105.0,105.0,104.11,104.11,43250
833,2020-03-12 20:00:00,104.112,104.112,102.99998,103.8,118185
832,2020-03-13 04:15:00,112.4,119.388,112.4,115.4,151860
831,2020-03-13 04:30:00,114.822,116.568,114.822,116.0,81300
830,2020-03-13 04:45:00,115.2,115.2,113.498,114.198,51560
829,2020-03-13 05:00:00,114.2,114.6,112.44,113.976,45735
828,2020-03-13 05:15:00,113.978,114.64,113.978,114.64,15785
827,2020-03-13 05:30:00,114.592,115.7,114.592,115.284,25180
826,2020-03-13 05:45:00,115.03,115.4,114.82,115.4,27685
825,2020-03-13 06:00:00,115.266,117.7,115.266,117.68,135030
824,2020-03-13 06:15:00,117.65,117.8,116.956,117.716,78895
823,2020-03-13 06:30:00,117.876,118.58,117.576,117.576,88490
822,2020-03-13 06:45:00,117.844,118.004,117.776,117.776,7510
821,2020-03-13 07:00:00,117.802,118.0,117.8,118.0,27850
820,2020-03-13 07:15:00,117.8,117.8,114.622,117.3,482845
819,2020-03-13 07:30:00,117.3,117.3,116.4,116.56,144575
818,2020-03-13 07:45:00,116.6,120.2,116.424,120.116,370740
817,2020-03-13 08:00:00,120.0,121.4,119.022,121.004,462885
816,2020-03-13 08:15:00,117.8,121.592,115.022,120.976,548385
815,2020-03-13 08:30:00,120.968,121.58,120.394,121.00002,343130
814,2020-03-13 08:45:00,121.0,121.494,120.4,120.802,310900
813,2020-03-13 09:00:00,120.8,121.17598,120.60002,120.61,202145
812,2020-03-13 09:15:00,120.7,121.1,119.4,120.10002,450415
811,2020-03-13 09:30:00,120.296,120.48,119.0,119.034,267045
810,2020-03-13 09:45:00,119.0,121.514,112.886,114.274,10200915
809,2020-03-13 10:00:00,114.303,114.936,110.34402,112.46,6831005
808,2020-03-13 10:15:00,112.43372,113.772,111.402,112.608,3749470
807,2020-03-13 10:30:00,112.672,114.4,112.436,113.718,3889350
806,2020-03-13 10:45:00,113.722,114.498,112.0,112.002,2800355
805,2020-03-13 11:00:00,112.002,112.068,109.60004,109.828,3760650
804,2020-03-13 11:15:00,109.786,110.78,108.042,109.244,3639945
803,2020-03-13 11:30:00,109.3496,109.49948,106.074,106.177,3785605
802,2020-03-13 11:45:00,106.166,106.56842,101.484,102.398,8296125
801,2020-03-13 12:00:00,102.11,104.528,100.4,103.755,7710530
800,2020-03-13 12:15:00,103.73496,104.09184,100.712,101.89618,4091600
799,2020-03-13 12:30:00,101.92718,103.595,101.504,103.294,3227905
798,2020-03-13 12:45:00,103.236,106.262,103.236,106.198,4411070
797,2020-03-13 13:00:00,106.1633,106.884,103.602,103.90396,3880775
796,2020-03-13 13:15:00,103.93,104.826,103.1,104.426,2297445
795,2020-03-13 13:30:00,104.49478,105.75,104.422,105.19,2192180
794,2020-03-13 13:45:00,105.298,107.44,105.27126,107.188,2963745
793,2020-03-13 14:00:00,107.252,108.3363,106.2,107.019,3182730
792,2020-03-13 14:15:00,106.931,107.477,105.554,105.906,2692625
791,2020-03-13 14:30:00,105.96598,106.42,104.0,104.006,3019010
790,2020-03-13 14:45:00,104.072,105.60998,103.344,105.16362,2513895
789,2020-03-13 15:00:00,105.21,105.454,104.4,105.19796,1823955
788,2020-03-13 15:15:00,105.146,106.024,103.634,104.61,2349195
787,2020-03-13 15:30:00,104.652,105.796,104.306,105.518,1965155
786,2020-03-13 15:45:00,105.512,106.648,103.6,106.3277,3808465
785,2020-03-13 16:00:00,106.362,109.24,106.164,109.24,7018030
784,2020-03-13 16:15:00,109.324,109.438,107.202,109.0,535390
783,2020-03-13 16:30:00,109.004,109.324,108.5,108.696,243285
782,2020-03-13 16:45:00,108.612,109.324,108.506,108.702,120655
781,2020-03-13 17:00:00,108.704,108.704,107.976,107.976,134000
780,2020-03-13 17:15:00,108.0,108.35,108.0,108.35,69880
779,2020-03-13 17:30:00,108.338,108.5,107.976,108.082,50890
778,2020-03-13 17:45:00,107.976,108.1,107.976,108.1,35690
777,2020-03-13 18:00:00,108.2,108.6,108.10002,108.32,63110
776,2020-03-13 18:15:00,108.202,108.398,108.006,108.37,21795
775,2020-03-13 18:30:00,108.022,108.5,108.0,108.4,30285
774,2020-03-13 18:45:00,108.324,108.324,107.64,107.994,42820
773,2020-03-13 19:00:00,107.82002,107.842,107.58,107.58,30875
772,2020-03-13 19:15:00,107.58,107.60002,107.0,107.14,36940
771,2020-03-13 19:30:00,107.2,107.2,106.6,106.6,20625
770,2020-03-13 19:45:00,106.754,106.802,106.2,106.25,39630
769,2020-03-13 20:00:00,106.4,106.998,106.4,106.8,40065
768,2020-03-16 04:15:00,101.3,101.3,94.402,95.004,283640
767,2020-03-16 04:30:00,95.06,96.7,94.462,94.998,122315
766,2020-03-16 04:45:00,95.0,95.202,94.4,94.888,91815
765,2020-03-16 05:00:00,95.048,95.976,94.822,95.2,61035
764,2020-03-16 05:15:00,95.07,95.5,94.848,94.994,18765
763,2020-03-16 05:30:00,95.028,95.4,95.028,95.396,19735
762,2020-03-16 05:45:00,95.344,96.328,95.344,95.77,41520
761,2020-03-16 06:00:00,95.642,95.8,95.346,95.346,18420
760,2020-03-16 06:15:00,95.398,95.7,95.346,95.346,57530
759,2020-03-16 06:30:00,95.346,95.346,94.6,94.6,53020
758,2020-03-16 06:45:00,94.5,94.948,94.302,94.8,31635
757,2020-03-16 07:00:00,94.506,94.96,94.16,94.96,69545
756,2020-03-16 07:15:00,94.96,95.8,94.08,95.4,332795
755,2020-03-16 07:30:00,95.2,95.2,93.244,93.244,191805
754,2020-03-16 07:45:00,93.222,94.15,92.796,93.28,242720
753,2020-03-16 08:00:00,93.402,94.318,93.402,94.3,122630
752,2020-03-16 08:15:00,95.2,95.9,93.0,94.20002,354945
751,2020-03-16 08:30:00,94.202,94.202,92.7,92.99998,235215
750,2020-03-16 08:45:00,92.856,92.856,92.044,92.404,307740
749,2020-03-16 09:00:00,92.424,92.968,92.3,92.8,234460
748,2020-03-16 09:15:00,92.9,94.8,92.9,94.754,497585
747,2020-03-16 09:30:00,94.7,94.802,93.6,93.6,228955
746,2020-03-16 09:45:00,93.89994,93.89994,92.054,92.054,1104360
745,2020-03-16 10:00:00,92.0,94.106,88.434,92.686,13541295
744,2020-03-16 10:15:00,92.684,92.922,90.0,90.63894,5305965
743,2020-03-16 10:30:00,90.764,92.594,90.2,90.779,3759425
742,2020-03-16 10:45:00,90.82844,94.0,90.736,92.3496,5376125
741,2020-03-16 11:00:00,92.318,94.4,92.13202,93.324,4788150
740,2020-03-16 11:15:00,93.59,97.476,93.04682,96.37196,5215675
739,2020-03-16 11:30:00,96.384,98.97398,96.07,96.794,5419645
738,2020-03-16 11:45:00,96.746,98.2,96.45,96.452,3431295
737,2020-03-16 12:00:00,96.452,96.524,94.466,95.92344,3428820
736,2020-03-16 12:15:00,95.984,97.8,95.40406,96.322,2703705
735,2020-03-16 12:30:00,96.35972,96.81554,95.714,96.134,1968365
734,2020-03-16 12:45:00,96.102,96.90786,95.80346,96.12208,1704840
733,2020-03-16 13:00:00,96.032,96.1,93.6,94.395,2876115
732,2020-03-16 13:15:00,94.40378,94.95,93.0,93.484,2327525
731,2020-03-16 13:30:00,93.45,93.88476,93.158,93.393,1518650
730,2020-03-16 13:45:00,93.262,93.39092,92.0,92.128,2178970
729,2020-03-16 14:00:00,92.08652,93.898,92.08652,92.876,1897215
728,2020-03-16 14:15:00,92.8228,92.8228,91.2,91.87746,2716555
727,2020-03-16 14:30:00,91.856,92.6,90.436,92.439,2192470
726,2020-03-16 14:45:00,92.4118,95.02326,91.78,93.172,3404150
725,2020-03-16 15:00:00,93.198,94.754,92.6,93.786,2590765
724,2020-03-16 15:15:00,93.8,94.79996,93.002,93.146,1773070
723,2020-03-16 15:30:00,93.1,94.0,92.064,92.2332,2422790
722,2020-03-16 15:45:00,92.27212,92.29786,90.0,91.75502,4693005
721,2020-03-16 16:00:00,91.702,92.79988,88.6,88.99602,6582270
720,2020-03-16 16:15:00,88.84,89.918,88.6,88.75,342275
719,2020-03-16 16:30:00,88.788,89.014,86.0,89.002,589650
718,2020-03-16 16:45:00,89.364,89.6,88.002,89.0,224850
717,2020-03-16 17:00:00,89.0,90.3,88.632,88.632,172510
716,2020-03-16 17:15:00,88.578,89.398,87.202,87.45,133675
715,2020-03-16 17:30:00,87.55,87.7,86.654,87.348,70425
714,2020-03-16 17:45:00,87.34,87.978,87.20002,87.978,62550
713,2020-03-16 18:00:00,87.502,87.8,87.2,87.402,58615
712,2020-03-16 18:15:00,87.6,88.8,87.6,87.768,67355
711,2020-03-16 18:30:00,87.8,88.3,87.204,87.502,41230
710,2020-03-16 18:45:00,87.696,88.6,87.32,88.6,93740
709,2020-03-16 19:00:00,89.0,89.55,88.102,89.2,101375
708,2020-03-16 19:15:00,89.0,90.0,88.9,90.0,63805
707,2020-03-16 19:30:00,90.19,91.24,89.014,91.056,252420
706,2020-03-16 19:45:00,91.178,91.178,90.4,91.0,48135
705,2020-03-16 20:00:00,90.64,91.36,90.6,90.60002,89135
704,2020-03-17 04:15:00,94.4,96.4,94.4,94.6,44550
703,2020-03-17 04:30:00,94.54,94.54,91.232,92.0,86570
702,2020-03-17 04:45:00,92.4,92.66,91.174,91.204,42045
701,2020-03-17 05:00:00,91.1,91.398,89.698,90.264,106000
700,2020-03-17 05:15:00,90.33,91.0,89.836,90.31,38385
699,2020-03-17 05:30:00,90.04,90.402,89.9,90.002,16530
698,2020-03-17 05:45:00,89.84,89.84,88.704,89.042,49660
697,2020-03-17 06:00:00,89.1,89.902,89.1,89.35,20525
696,2020-03-17 06:15:00,89.878,90.6,89.878,90.6,23315
695,2020-03-17 06:30:00,90.908,91.2,90.76,91.0,27580
694,2020-03-17 06:45:00,90.8,90.8,90.6,90.8,3810
693,2020-03-17 07:00:00,90.646,91.722,90.646,91.678,16010
692,2020-03-17 07:15:00,91.6,91.808,89.6,91.2,300055
691,2020-03-17 07:30:00,91.0,91.0,89.402,90.2,96310
690,2020-03-17 07:45:00,90.0,90.0,88.202,88.4,134380
689,2020-03-17 08:00:00,88.422,89.0,87.6,87.6,173770
688,2020-03-17 08:15:00,87.98,91.59998,87.2,88.832,274125
687,2020-03-17 08:30:00,88.82,89.398,88.524,88.798,114100
686,2020-03-17 08:45:00,88.89,89.0,88.0,88.01,112510
685,2020-03-17 09:00:00,88.04,88.26,87.302,87.5,320170
684,2020-03-17 09:15:00,87.598,88.15,87.502,88.01202,305880
683,2020-03-17 09:30:00,88.1,88.3,87.462,87.988,312435
682,2020-03-17 09:45:00,88.002,89.59798,82.064,82.476,11063815
681,2020-03-17 10:00:00,82.45856,84.4,80.1,80.224,9372370
680,2020-03-17 10:15:00,80.30556,83.198,79.2,81.562,8757480
679,2020-03-17 10:30:00,81.601,84.636,80.8,83.978,4667200
678,2020-03-17 10:45:00,83.884,85.574,82.0,83.848,4320230
677,2020-03-17 11:00:00,83.836,84.87172,82.50054,83.404,3425890
676,2020-03-17 11:15:00,83.316,87.04934,83.004,86.957,4320295
675,2020-03-17 11:30:00,86.916,88.86198,86.266,86.618,4929515
674,2020-03-17 11:45:00,86.6002,87.35998,85.6202,87.075,3307645
673,2020-03-17 12:00:00,87.02008,91.572,86.83812,90.424,5836315
672,2020-03-17 12:15:00,90.302,94.37,89.926,93.1209,6160220
671,2020-03-17 12:30:00,93.17204,93.17204,87.3824,87.52464,5097905
670,2020-03-17 12:45:00,87.486,89.75152,86.214,86.825,3065985
669,2020-03-17 13:00:00,86.871,87.604,84.0,86.718,4183250
668,2020-03-17 13:15:00,86.686,87.892,84.326,84.344,2894785
667,2020-03-17 13:30:00,84.46044,85.89,84.056,85.73,2489035
666,2020-03-17 13:45:00,85.77478,87.554,85.4102,87.03234,2570415
665,2020-03-17 14:00:00,87.01,88.58402,86.158,86.553,2922870
664,2020-03-17 14:15:00,86.64258,88.494,86.042,88.02352,2436720
663,2020-03-17 14:30:00,88.13576,88.196,86.82,87.789,2366355
662,2020-03-17 14:45:00,87.906,89.28,86.996,87.0,2701215
661,2020-03-17 15:00:00,86.998,87.114,85.40002,86.5686,2657265
660,2020-03-17 15:15:00,86.538,86.64,84.6,85.04858,3091425
659,2020-03-17 15:30:00,85.0,85.09,83.27,83.401,3163490
658,2020-03-17 15:45:00,83.346,87.13,83.16,85.666,4362010
657,2020-03-17 16:00:00,85.664,86.666,85.0,86.0,4769465
656,2020-03-17 16:15:00,85.902,86.212,85.41,85.6,64805
655,2020-03-17 16:30:00,85.298,86.04,84.662,84.66202,119260
654,2020-03-17 16:45:00,85.0,85.4,84.802,85.4,33150
653,2020-03-17 17:00:00,85.424,85.424,85.0,85.03002,20990
652,2020-03-17 17:15:00,85.04,85.4,85.032,85.378,21270
651,2020-03-17 17:30:00,85.2,85.6,85.052,85.58,10380
650,2020-03-17 17:45:00,85.51,85.66,85.002,85.002,16275
649,2020-03-17 18:00:00,85.14,85.2,85.0,85.0,18070
648,2020-03-17 18:15:00,85.098,86.0,85.098,85.6,37530
647,2020-03-17 18:30:00,85.58,85.798,85.2,85.4,15030
646,2020-03-17 18:45:00,85.6,85.64,85.2,85.2,26360
645,2020-03-17 19:00:00,85.2,85.2,84.618,84.73,58745
644,2020-03-17 19:15:00,84.8,84.89,84.102,84.102,34995
643,2020-03-17 19:30:00,84.2,84.358,83.534,83.534,63150
642,2020-03-17 19:45:00,83.534,83.8,83.0,83.022,60620
641,2020-03-17 20:00:00,83.3,83.302,81.332,81.51202,126900
640,2020-03-18 04:15:00,80.6,80.6,76.0,77.52,222220
639,2020-03-18 04:30:00,77.59,80.588,77.588,79.0,135345
638,2020-03-18 04:45:00,79.002,80.05,79.001,79.78,68590
637,2020-03-18 05:00:00,79.96,80.0,79.692,79.86,33760
636,2020-03-18 05:15:00,79.88,79.88,78.8,78.8,81910
635,2020-03-18 05:30:00,78.4,78.478,77.716,78.478,52940
634,2020-03-18 05:45:00,78.502,78.824,78.502,78.702,9755
633,2020-03-18 06:00:00,78.4,78.4,77.762,77.762,12705
632,2020-03-18 06:15:00,77.76,79.4,77.542,78.8,74825
631,2020-03-18 06:30:00,78.602,78.602,77.7,77.82,24885
630,2020-03-18 06:45:00,77.8,78.4,77.732,78.0,40455
629,2020-03-18 07:00:00,78.002,78.002,77.46,77.796,42370
628,2020-03-18 07:15:00,77.978,78.4,76.242,77.4,338290
627,2020-03-18 07:30:00,77.418,77.96,77.206,77.436,155210
626,2020-03-18 07:45:00,77.598,78.0,77.46,77.6,155020
625,2020-03-18 08:00:00,77.552,78.414,77.324,78.4,201710
624,2020-03-18 08:15:00,78.402,78.754,76.402,78.066,367280
623,2020-03-18 08:30:00,78.164,79.082,77.802,79.082,171435
622,2020-03-18 08:45:00,79.014,79.38,78.4,78.4,202050
621,2020-03-18 09:00:00,78.366,78.794,77.64,78.2,336885
620,2020-03-18 09:15:00,78.58,78.74,77.622,77.696,281225
